crash_dim_id,crash_id,crash_type
8402,20175048,Single
8403,20171137,Multiple
8404,20178004,Multiple
8405,20174017,Single
8406,20172039,Single
8407,20173208,Multiple
8408,20173223,Multiple
8409,20171172,Single
8410,20172129,Single
8411,20175099,Single
8412,20173044,Single
8413,20175096,Single
8414,20172115,Multiple
8415,20173155,Multiple
8416,20172091,Multiple
8417,20172072,Multiple
8418,20172033,Multiple
8419,20172031,Multiple
8420,20175080,Multiple
8421,20175005,Multiple
8422,20172213,Multiple
8423,20172165,Multiple
8424,20172038,Single
8425,20172135,Single
8426,20175071,Single
8427,20173147,Single
8428,20171002,Single
8429,20174016,Multiple
8430,20173135,Multiple
8431,20172105,Single
8432,20175049,Single
8433,20175069,Single
8434,20171126,Single
8435,20172130,Single
8436,20177005,Single
8437,20171167,Single
8438,20175116,Single
8439,20171222,Single
8440,20171016,Multiple
8441,20171059,Single
8442,20172178,Multiple
8443,20171270,Multiple
8444,20175025,Multiple
8445,20171027,Single
8446,20175114,Single
8447,20175092,Single
8448,20175136,Multiple
8449,20173046,Single
8450,20173227,Single
8451,20171095,Single
8452,20175085,Single
8453,20177022,Single
8454,20172192,Multiple
8455,20171036,Single
8456,20173205,Multiple
8457,20173034,Multiple
8458,20171076,Multiple
8459,20172029,Single
8460,20172209,Multiple
8461,20176025,Single
8462,20172086,Single
8463,20172150,Single
8464,20171263,Multiple
8465,20171285,Single
8466,20175108,Single
8467,20171102,Multiple
8468,20177026,Single
8469,20171290,Single
8470,20173002,Multiple
8471,20175135,Multiple
8472,20172085,Single
8473,20172032,Single
8474,20171325,Single
8475,20171045,Multiple
8476,20172075,Single
8477,20171021,Multiple
8478,20175030,Multiple
8479,20174080,Single
8480,20174029,Multiple
8481,20172227,Multiple
8482,20172159,Single
8483,20172096,Multiple
8484,20171260,Single
8485,20171300,Single
8486,20173025,Single
8487,20174077,Single
8488,20174047,Multiple
8489,20171004,Multiple
8490,20171265,Multiple
8491,20171075,Single
8492,20171258,Single
8493,20171031,Single
8494,20173057,Multiple
8495,20171255,Multiple
8496,20172058,Multiple
8497,20174036,Multiple
8498,20171014,Single
8499,20172016,Multiple
8500,20171304,Single
8501,20172117,Single
8502,20174044,Multiple
8503,20175103,Single
8504,20172062,Single
8505,20172219,Single
8506,20171098,Multiple
8507,20178001,Multiple
8508,20172119,Multiple
8509,20171023,Multiple
8510,20172228,Multiple
8511,20171238,Single
8512,20175120,Multiple
8513,20173112,Multiple
8514,20175125,Single
8515,20172152,Single
8516,20173221,Multiple
8517,20171231,Multiple
8518,20172164,Multiple
8519,20172221,Multiple
8520,20174089,Single
8521,20177017,Single
8522,20173136,Multiple
8523,20171044,Multiple
8524,20173001,Multiple
8525,20173164,Single
8526,20175105,Single
8527,20175056,Single
8528,20171187,Single
8529,20171092,Single
8530,20173192,Multiple
8531,20172240,Multiple
8532,20173167,Multiple
8533,20174092,Single
8534,20173187,Multiple
8535,20172035,Single
8536,20174011,Single
8537,20172177,Single
8538,20175068,Single
8539,20173168,Single
8540,20171329,Single
8541,20172205,Single
8542,20172068,Single
8543,20171259,Single
8544,20176020,Multiple
8545,20171104,Single
8546,20171299,Single
8547,20172110,Multiple
8548,20172210,Single
8549,20173111,Single
8550,20171205,Single
8551,20171241,Single
8552,20175042,Multiple
8553,20173033,Single
8554,20175112,Single
8555,20172142,Multiple
8556,20171138,Multiple
8557,20173087,Multiple
8558,20176005,Single
8559,20172108,Single
8560,20171108,Multiple
8561,20174091,Single
8562,20175109,Multiple
8563,20172015,Multiple
8564,20173088,Multiple
8565,20171215,Multiple
8566,20171293,Multiple
8567,20175077,Single
8568,20174062,Single
8569,20175106,Multiple
8570,20177018,Single
8571,20172114,Single
8572,20176034,Single
8573,20171141,Multiple
8574,20175018,Single
8575,20172162,Single
8576,20172103,Single
8577,20172131,Single
8578,20171291,Single
8579,20174081,Multiple
8580,20172030,Single
8581,20175148,Single
8582,20175137,Single
8583,20174079,Single
8584,20171015,Single
8585,20173071,Single
8586,20175115,Multiple
8587,20171099,Single
8588,20171217,Single
8589,20171317,Multiple
8590,20175039,Single
8591,20171301,Multiple
8592,20171033,Single
8593,20174065,Multiple
8594,20171210,Multiple
8595,20173106,Multiple
8596,20172055,Single
8597,20171303,Multiple
8598,20175023,Single
8599,20171114,Single
8600,20175003,Multiple
8601,20174056,Multiple
8602,20175032,Multiple
8603,20172179,Multiple
8604,20171256,Single
8605,20173159,Single
8606,20175118,Single
8607,20173067,Multiple
8608,20172036,Single
8609,20173170,Single
8610,20172138,Single
8611,20172097,Single
8612,20172140,Multiple
8613,20173063,Multiple
8614,20172214,Multiple
8615,20178005,Multiple
8616,20176030,Multiple
8617,20171348,Multiple
8618,20172239,Multiple
8619,20174071,Single
8620,20177016,Multiple
8621,20173206,Single
8622,20171080,Multiple
8623,20173151,Single
8624,20172080,Single
8625,20175134,Single
8626,20175149,Multiple
8627,20173198,Single
8628,20171003,Single
8629,20177013,Single
8630,20173176,Single
8631,20175065,Single
8632,20173094,Single
8633,20171013,Single
8634,20172156,Multiple
8635,20171312,Multiple
8636,20173051,Single
8637,20174001,Single
8638,20172060,Single
8639,20172161,Single
8640,20171176,Single
8641,20172021,Single
8642,20173036,Single
8643,20171288,Single
8644,20171153,Multiple
8645,20171112,Multiple
8646,20171349,Multiple
8647,20172112,Single
8648,20173039,Single
8649,20171190,Multiple
8650,20172170,Single
8651,20173032,Multiple
8652,20173224,Multiple
8653,20171225,Single
8654,20174052,Single
8655,20172173,Single
8656,20173101,Multiple
8657,20173064,Multiple
8658,20171120,Multiple
8659,20172077,Multiple
8660,20172101,Single
8661,20171251,Multiple
8662,20174039,Multiple
8663,20173214,Single
8664,20172190,Single
8665,20171130,Multiple
8666,20171331,Single
8667,20174022,Multiple
8668,20176012,Multiple
8669,20172226,Single
8670,20172047,Multiple
8671,20175150,Single
8672,20171178,Single
8673,20173191,Single
8674,20173060,Multiple
8675,20176019,Single
8676,20171323,Single
8677,20173080,Single
8678,20173166,Single
8679,20171011,Single
8680,20175128,Multiple
8681,20171287,Single
8682,20173007,Multiple
8683,20172098,Single
8684,20171042,Single
8685,20175146,Single
8686,20171083,Multiple
8687,20171347,Multiple
8688,20171062,Single
8689,20171273,Multiple
8690,20172160,Single
8691,20173013,Multiple
8692,20173161,Single
8693,20171074,Single
8694,20175082,Single
8695,20172169,Single
8696,20175139,Single
8697,20173028,Multiple
8698,20171320,Single
8699,20173072,Single
8700,20171058,Multiple
8701,20173128,Multiple
8702,20172002,Multiple
8703,20171049,Multiple
8704,20175144,Single
8705,20173193,Single
8706,20172203,Single
8707,20173061,Single
8708,20175013,Single
8709,20175064,Multiple
8710,20175058,Multiple
8711,20172092,Multiple
8712,20172104,Multiple
8713,20175089,Multiple
8714,20171026,Multiple
8715,20171204,Single
8716,20173148,Single
8717,20172224,Multiple
8718,20171107,Single
8719,20173134,Multiple
8720,20178003,Single
8721,20172151,Multiple
8722,20171274,Single
8723,20173020,Multiple
8724,20174053,Multiple
8725,20173202,Single
8726,20173123,Multiple
8727,20173157,Multiple
8728,20175129,Single
8729,20171136,Multiple
8730,20171018,Multiple
8731,20175062,Multiple
8732,20172008,Multiple
8733,20173018,Multiple
8734,20172011,Multiple
8735,20171340,Multiple
8736,20171271,Multiple
8737,20175097,Multiple
8738,20173022,Single
8739,20177024,Single
8740,20172041,Single
8741,20175024,Single
8742,20171330,Multiple
8743,20171121,Multiple
8744,20172174,Multiple
8745,20177004,Multiple
8746,20175044,Single
8747,20172183,Multiple
8748,20173218,Multiple
8749,20174045,Single
8750,20171032,Single
8751,20161191,Single
8752,20165025,Single
8753,20163115,Single
8754,20162125,Multiple
8755,20167007,Single
8756,20163091,Multiple
8757,20163224,Multiple
8758,20164048,Single
8759,20161231,Multiple
8760,20163033,Single
8761,20162027,Multiple
8762,20165032,Single
8763,20165110,Single
8764,20162174,Multiple
8765,20163007,Multiple
8766,20162241,Multiple
8767,20163016,Multiple
8768,201650079,Multiple
8769,20162132,Single
8770,20162197,Single
8771,20163137,Single
8772,20165162,Single
8773,20162083,Single
8774,20161340,Multiple
8775,20165062,Multiple
8776,20165027,Single
8777,20162179,Single
8778,20162058,Multiple
8779,20163205,Single
8780,20161087,Multiple
8781,20161054,Multiple
8782,20163019,Single
8783,20162089,Multiple
8784,20165081,Multiple
8785,20164021,Single
8786,20165039,Single
8787,20161144,Multiple
8788,20163113,Multiple
8789,20164011,Single
8790,20161221,Multiple
8791,20161004,Single
8792,20163127,Single
8793,20163155,Multiple
8794,20163017,Single
8795,20162260,Multiple
8796,20162255,Multiple
8797,20165105,Single
8798,20166004,Single
8799,20163067,Single
8800,20167014,Single
8801,20163215,Single
8802,20162204,Single
8803,20162029,Single
8804,20161135,Multiple
8805,20161129,Single
8806,20165113,Multiple
8807,20162190,Multiple
8808,20166005,Multiple
8809,20163171,Single
8810,20163119,Multiple
8811,20162005,Single
8812,20161211,Multiple
8813,20163090,Multiple
8814,20163120,Single
8815,20163106,Single
8816,20161244,Multiple
8817,20161010,Single
8818,20162060,Multiple
8819,20163162,Single
8820,20161115,Single
8821,20161079,Multiple
8822,20163175,Multiple
8823,20162003,Single
8824,20163237,Multiple
8825,20161066,Multiple
8826,201650019,Single
8827,20167005,Multiple
8828,20161262,Single
8829,20164004,Single
8830,20161303,Single
8831,20165012,Single
8832,20161320,Single
8833,20162163,Single
8834,20161124,Single
8835,20164045,Multiple
8836,20161271,Single
8837,20163065,Multiple
8838,20161151,Single
8839,20164037,Single
8840,20162229,Multiple
8841,20165131,Single
8842,20163089,Single
8843,20162274,Single
8844,20161082,Single
8845,20167009,Single
8846,20161161,Multiple
8847,20165088,Single
8848,20165158,Single
8849,20161194,Multiple
8850,20162143,Single
8851,20165151,Single
8852,20161168,Multiple
8853,20161167,Single
8854,20163189,Single
8855,20165036,Multiple
8856,20163228,Single
8857,20166006,Multiple
8858,20162007,Single
8859,20165043,Single
8860,20165117,Multiple
8861,20163238,Multiple
8862,20165126,Single
8863,20167031,Single
8864,20161251,Multiple
8865,20167023,Single
8866,20161261,Multiple
8867,20163111,Multiple
8868,20161288,Single
8869,20161015,Multiple
8870,20162265,Multiple
8871,20161235,Single
8872,20164006,Single
8873,20163139,Single
8874,20161322,Multiple
8875,20161226,Single
8876,20165066,Multiple
8877,20162203,Single
8878,20161253,Multiple
8879,20162173,Single
8880,20162148,Single
8881,20163048,Single
8882,20163082,Single
8883,20164020,Single
8884,20163058,Single
8885,20161250,Multiple
8886,20163222,Multiple
8887,20161142,Multiple
8888,20162252,Single
8889,20163223,Single
8890,20167038,Single
8891,20163026,Multiple
8892,20167035,Single
8893,20163204,Single
8894,20162123,Multiple
8895,20165089,Single
8896,20165041,Multiple
8897,20165011,Single
8898,20165136,Multiple
8899,20166029,Multiple
8900,20161042,Single
8901,20164052,Multiple
8902,20164008,Multiple
8903,20161214,Single
8904,20168008,Single
8905,20165156,Single
8906,20161086,Multiple
8907,20165077,Single
8908,20161076,Single
8909,20162214,Single
8910,20161232,Multiple
8911,20162021,Single
8912,20165168,Single
8913,20162247,Multiple
8914,20165078,Single
8915,20165119,Single
8916,20163050,Single
8917,20165003,Single
8918,20164062,Single
8919,20163039,Multiple
8920,20161055,Multiple
8921,20161099,Multiple
8922,20161179,Multiple
8923,20162240,Single
8924,20165160,Single
8925,20163104,Multiple
8926,20161053,Single
8927,20162043,Multiple
8928,20161354,Multiple
8929,20161145,Single
8930,20163117,Single
8931,20161272,Single
8932,20162101,Single
8933,20162152,Single
8934,20162006,Multiple
8935,20163022,Multiple
8936,20162046,Multiple
8937,20162261,Multiple
8938,20165125,Multiple
8939,20163187,Multiple
8940,20163088,Multiple
8941,20162154,Multiple
8942,20161223,Multiple
8943,20162217,Multiple
8944,20162142,Multiple
8945,20161035,Multiple
8946,20162215,Single
8947,20164071,Single
8948,20162266,Single
8949,20162172,Single
8950,20163066,Multiple
8951,20163042,Single
8952,20161195,Single
8953,20162019,Single
8954,20162071,Single
8955,20164057,Single
8956,20163086,Single
8957,20163183,Multiple
8958,20164016,Single
8959,20163146,Multiple
8960,20165087,Single
8961,20166002,Multiple
8962,20163221,Single
8963,20161047,Multiple
8964,20162189,Multiple
8965,20161017,Multiple
8966,20167018,Single
8967,20167013,Single
8968,20162068,Multiple
8969,20162245,Single
8970,20167040,Single
8971,20166021,Multiple
8972,20161089,Single
8973,20162110,Multiple
8974,20161202,Multiple
8975,20161071,Multiple
8976,20164017,Single
8977,20162017,Multiple
8978,20162153,Single
8979,20162099,Single
8980,20164059,Multiple
8981,20165023,Single
8982,20163163,Single
8983,20163072,Multiple
8984,20163184,Single
8985,20161273,Single
8986,20163164,Multiple
8987,20165121,Single
8988,20165138,Single
8989,20166030,Single
8990,20161330,Single
8991,20162218,Single
8992,20162186,Single
8993,20164075,Single
8994,20167037,Single
8995,20164013,Single
8996,20162124,Single
8997,20162025,Multiple
8998,20167016,Multiple
8999,20163195,Single
9000,20161336,Single
9001,20165122,Single
9002,20165018,Single
9003,20163145,Single
9004,20165069,Multiple
9005,20163015,Single
9006,20163128,Single
9007,20163029,Single
9008,20163207,Multiple
9009,20161090,Single
9010,20161227,Multiple
9011,20162233,Single
9012,20161296,Multiple
9013,20162151,Single
9014,20164053,Multiple
9015,20165034,Single
9016,20165167,Single
9017,20168001,Single
9018,20161178,Single
9019,20161188,Multiple
9020,20163037,Single
9021,20163004,Single
9022,20165170,Multiple
9023,20163133,Multiple
9024,20163034,Multiple
9025,20163138,Single
9026,20162010,Multiple
9027,20162038,Multiple
9028,20162094,Multiple
9029,20162103,Multiple
9030,20161116,Multiple
9031,20165101,Multiple
9032,20161352,Single
9033,20161242,Multiple
9034,20161356,Single
9035,20168003,Multiple
9036,20162080,Single
9037,20162211,Single
9038,20165022,Multiple
9039,20161143,Single
9040,20167012,Single
9041,20164049,Multiple
9042,20161238,Multiple
9043,20162147,Multiple
9044,20164022,Multiple
9045,20161277,Single
9046,20162259,Single
9047,20161110,Multiple
9048,20161209,Multiple
9049,20162051,Multiple
9050,20165071,Single
9051,20161329,Multiple
9052,20165038,Single
9053,20161081,Single
9054,20163062,Single
9055,20164065,Multiple
9056,20163203,Multiple
9057,20165128,Multiple
9058,20165086,Single
9059,20166008,Multiple
9060,20161346,Multiple
9061,20161051,Single
9062,20165097,Single
9063,20161153,Multiple
9064,20164023,Multiple
9065,20161308,Single
9066,20161020,Single
9067,20161092,Multiple
9068,20168009,Multiple
9069,20164031,Single
9070,20162267,Single
9071,20161323,Multiple
9072,20163142,Single
9073,20161171,Multiple
9074,20164034,Multiple
9075,20161100,Single
9076,20161138,Multiple
9077,20165109,Multiple
9078,20163075,Single
9079,20162209,Multiple
9080,20161247,Multiple
9081,20163059,Single
9082,20163118,Single
9083,20163206,Single
9084,20162133,Single
9085,20162137,Multiple
9086,20161207,Single
9087,20162098,Single
9088,20165149,Single
9089,20168011,Multiple
9090,20161279,Single
9091,20161181,Multiple
9092,20162053,Single
9093,20161003,Multiple
9094,20161014,Single
9095,20163216,Multiple
9096,20161170,Single
9097,20161173,Multiple
9098,20162011,Multiple
9099,20165053,Multiple
9100,20166016,Single
9101,20161292,Single
9102,20161230,Multiple
9103,20162070,Single
9104,20163208,Single
9105,20161026,Multiple
9106,20161278,Multiple
9107,20165085,Single
9108,20161215,Multiple
9109,20162047,Single
9110,20161343,Single
9111,20165115,Single
9112,20165007,Multiple
9113,20161245,Multiple
9114,20164035,Single
9115,20161335,Single
9116,20163105,Single
9117,20166012,Single
9118,20163236,Multiple
9119,20162030,Multiple
9120,20163076,Multiple
9121,20161198,Multiple
9122,20166019,Multiple
9123,20162091,Multiple
9124,20164056,Multiple
9125,20163211,Single
9126,20162177,Single
9127,20164060,Single
9128,20163123,Multiple
9129,20161169,Multiple
9130,20163014,Single
9131,20165146,Single
9132,20163098,Multiple
9133,20163057,Multiple
9134,20163191,Single
9135,20166025,Single
9136,20164063,Single
9137,20162205,Single
9138,20161218,Single
9139,20161339,Single
9140,20163129,Single
9141,20165165,Single
9142,20165102,Single
9143,20161203,Single
9144,20165157,Single
9145,20161149,Single
9146,20162063,Multiple
9147,20161302,Multiple
9148,20164039,Multiple
9149,20162054,Multiple
9150,20165010,Single
9151,20163185,Multiple
9152,20162235,Multiple
9153,20162078,Single
9154,20161112,Single
9155,20161056,Single
9156,20161291,Multiple
9157,20161029,Single
9158,20163182,Single
9159,20162191,Multiple
9160,20162253,Multiple
9161,20165024,Single
9162,20162045,Multiple
9163,20162009,Multiple
9164,20161338,Multiple
9165,20161300,Single
9166,20162250,Single
9167,20162048,Single
9168,20161219,Multiple
9169,20162165,Multiple
9170,20161061,Single
9171,20163200,Multiple
9172,20162117,Single
9173,20161031,Single
9174,20163021,Single
9175,20162219,Single
9176,20163153,Multiple
9177,20161206,Single
9178,20162258,Single
9179,20162067,Multiple
9180,20164041,Multiple
9181,20161057,Single
9182,20165067,Multiple
9183,20164054,Multiple
9184,20162231,Multiple
9185,20162166,Multiple
9186,20161328,Single
9187,20163150,Single
9188,20161028,Single
9189,20163135,Multiple
9190,20163213,Multiple
9191,20162140,Single
9192,20165133,Multiple
9193,20161353,Multiple
9194,20162243,Single
9195,20167022,Single
9196,20161349,Multiple
9197,20163047,Single
9198,20165107,Single
9199,20167024,Single
9200,20161246,Multiple
9201,20162015,Multiple
9202,20161108,Single
9203,20161176,Single
9204,20165050,Single
9205,20162131,Single
9206,20161289,Single
9207,20161080,Single
9208,20163226,Single
9209,20164047,Single
9210,20161184,Multiple
9211,20162104,Single
9212,20161268,Multiple
9213,20161314,Single
9214,20161248,Multiple
9215,20161091,Multiple
9216,20165095,Single
9217,20162130,Multiple
9218,20165009,Multiple
9219,20161088,Multiple
9220,20165103,Multiple
9221,20162037,Multiple
9222,20161234,Multiple
9223,20162079,Multiple
9224,20161205,Single
9225,20165140,Multiple
9226,20163225,Multiple
9227,20162088,Multiple
9228,20162032,Multiple
9229,20164066,Multiple
9230,20167011,Single
9231,20165068,Single
9232,20161317,Single
9233,20164005,Single
9234,20163141,Single
9235,20161225,Multiple
9236,20165123,Single
9237,20163099,Multiple
9238,20162202,Single
9239,20163209,Multiple
9240,20161052,Single
9241,20162052,Multiple
9242,20161033,Single
9243,20162220,Multiple
9244,20161019,Multiple
9245,20162040,Multiple
9246,20165028,Multiple
9247,20162049,Single
9248,20167001,Single
9249,20161156,Single
9250,20167033,Single
9251,20161193,Single
9252,20163008,Multiple
9253,20162050,Multiple
9254,20163114,Single
9255,20164015,Multiple
9256,20163131,Multiple
9257,20163198,Single
9258,20165099,Single
9259,20165058,Single
9260,20163036,Single
9261,20162112,Single
9262,20161059,Single
9263,20161147,Multiple
9264,20161204,Single
9265,20164067,Multiple
9266,20165017,Multiple
9267,20163152,Single
9268,20163023,Multiple
9269,20164026,Multiple
9270,20167008,Multiple
9271,20163188,Multiple
9272,20162001,Multiple
9273,20165031,Multiple
9274,20163020,Multiple
9275,20162119,Single
9276,20161286,Single
9277,20166023,Multiple
9278,20165143,Single
9279,20165037,Single
9280,20161075,Single
9281,20163186,Multiple
9282,20165106,Single
9283,20161216,Single
9284,20165150,Single
9285,20166001,Multiple
9286,20167025,Single
9287,20162004,Multiple
9288,20163151,Single
9289,20162023,Multiple
9290,20163121,Single
9291,20163166,Single
9292,20163173,Multiple
9293,20163041,Single
9294,20162115,Single
9295,20162066,Single
9296,20162076,Single
9297,20161152,Single
9298,20163077,Single
9299,20162129,Single
9300,20162082,Multiple
9301,20161063,Single
9302,20168006,Single
9303,20163060,Single
9304,20165073,Multiple
9305,20162271,Single
9306,20163051,Multiple
9307,20161041,Multiple
9308,20164033,Single
9309,20163140,Single
9310,20163202,Multiple
9311,20161109,Multiple
9312,20165045,Multiple
9313,20161197,Single
9314,20161192,Single
9315,20163233,Single
9316,20161130,Single
9317,20162118,Multiple
9318,20162224,Single
9319,20165094,Single
9320,20165046,Single
9321,20162195,Single
9322,20162116,Single
9323,20161131,Single
9324,20163227,Single
9325,20163092,Single
9326,20164042,Single
9327,20161280,Single
9328,20162136,Single
9329,20161350,Single
9330,20163122,Multiple
9331,20163126,Single
9332,20165054,Multiple
9333,20161034,Multiple
9334,20162107,Single
9335,20162097,Multiple
9336,20165152,Single
9337,20161096,Single
9338,20161128,Single
9339,20165055,Single
9340,20161275,Single
9341,20161102,Single
9342,20161119,Single
9343,20162020,Single
9344,20161290,Single
9345,20161162,Single
9346,20165084,Multiple
9347,20165090,Single
9348,20163095,Single
9349,20163190,Single
9350,20167028,Single
9351,20167015,Single
9352,20162114,Multiple
9353,20161307,Single
9354,20161344,Multiple
9355,20165083,Multiple
9356,20162064,Multiple
9357,20163025,Single
9358,20162178,Single
9359,20165144,Single
9360,20162155,Single
9361,20161304,Single
9362,20165005,Single
9363,20162086,Single
9364,20168005,Multiple
9365,20163172,Multiple
9366,20162145,Single
9367,20163035,Single
9368,20165056,Single
9369,20162127,Multiple
9370,20161293,Multiple
9371,20163148,Single
9372,20161228,Single
9373,20161243,Multiple
9374,20163178,Multiple
9375,20163170,Multiple
9376,20161284,Single
9377,20161326,Multiple
9378,20163229,Single
9379,20164003,Single
9380,20162072,Single
9381,20165001,Single
9382,20161239,Single
9383,20163160,Single
9384,20162269,Single
9385,20163044,Multiple
9386,20162041,Single
9387,20162031,Multiple
9388,20162044,Multiple
9389,20163040,Single
9390,20162164,Multiple
9391,20162062,Single
9392,20165029,Single
9393,20162185,Multiple
9394,20161039,Single
9395,20161113,Single
9396,20163071,Multiple
9397,20162169,Single
9398,20165134,Single
9399,20162160,Single
9400,20161258,Multiple
9401,20162156,Multiple
9402,20161185,Single
9403,20163006,Single
9404,20161122,Single
9405,20164051,Single
9406,20161007,Single
9407,20162175,Single
9408,20163147,Single
9409,20161146,Multiple
9410,20161240,Multiple
9411,20163102,Single
9412,20164012,Single
9413,20161024,Multiple
9414,20161269,Single
9415,20163231,Multiple
9416,20161157,Multiple
9417,20162170,Single
9418,20165130,Single
9419,20163199,Multiple
9420,20164025,Single
9421,20161067,Multiple
9422,20161095,Single
9423,20162198,Multiple
9424,20165064,Single
9425,20161044,Single
9426,20163230,Single
9427,20162090,Multiple
9428,20163168,Single
9429,20163056,Multiple
9430,20161137,Single
9431,20165048,Single
9432,20163181,Single
9433,20162096,Multiple
9434,20165051,Single
9435,20161101,Single
9436,20165120,Multiple
9437,20161064,Multiple
9438,20161172,Single
9439,20167020,Single
9440,20161325,Multiple
9441,20162105,Multiple
9442,20161005,Single
9443,20165042,Single
9444,20164074,Multiple
9445,20161148,Single
9446,20161140,Multiple
9447,20164014,Multiple
9448,20166009,Multiple
9449,20164007,Multiple
9450,20165166,Single
9451,20162087,Multiple
9452,20163192,Single
9453,20161166,Multiple
9454,20161123,Single
9455,20162199,Single
9456,20162034,Multiple
9457,20161186,Single
9458,20161217,Single
9459,20161265,Multiple
9460,20165061,Single
9461,20162057,Multiple
9462,20161155,Multiple
9463,20161210,Single
9464,20162018,Single
9465,20162144,Multiple
9466,20167019,Multiple
9467,20165013,Single
9468,20161254,Single
9469,20161032,Single
9470,20161310,Multiple
9471,20162273,Single
9472,20162200,Single
9473,20162039,Multiple
9474,20163061,Multiple
9475,20161196,Single
9476,20161001,Single
9477,20166024,Multiple
9478,20162158,Single
9479,20162242,Single
9480,20163109,Multiple
9481,20163080,Multiple
9482,20164046,Multiple
9483,20161097,Single
9484,20162035,Multiple
9485,20162065,Single
9486,20164001,Multiple
9487,20162236,Multiple
9488,20164064,Single
9489,20161038,Single
9490,20161183,Multiple
9491,20162171,Multiple
9492,20168007,Single
9493,20165035,Single
9494,20162138,Single
9495,20165163,Multiple
9496,20161319,Multiple
9497,20163024,Multiple
9498,20161180,Single
9499,20161011,Single
9500,20161224,Single
9501,20161276,Single
9502,20163169,Single
9503,20165049,Single
9504,20163132,Single
9505,20161301,Multiple
9506,20162212,Single
9507,20167039,Single
9508,20161118,Multiple
9509,20164030,Single
9510,20161021,Multiple
9511,20167002,Single
9512,20163196,Single
9513,20165164,Multiple
9514,20161318,Multiple
9515,20163085,Multiple
9516,20162246,Single
9517,20163125,Single
9518,20165145,Single
9519,20165002,Multiple
9520,20162182,Single
9521,20163110,Multiple
9522,20164050,Single
9523,20165063,Multiple
9524,20161062,Single
9525,20161060,Multiple
9526,20163159,Single
9527,20161134,Single
9528,20161002,Single
9529,20162056,Single
9530,20166003,Single
9531,20161334,Multiple
9532,20163210,Single
9533,20162168,Multiple
9534,20161065,Multiple
9535,20162228,Multiple
9536,20165112,Single
9537,20165008,Single
9538,20162181,Single
9539,20161049,Multiple
9540,20161299,Single
9541,20162111,Multiple
9542,20163078,Single
9543,20162141,Multiple
9544,20165139,Multiple
9545,20163073,Single
9546,20162230,Multiple
9547,20163002,Single
9548,20164069,Single
9549,20164072,Multiple
9550,20162210,Multiple
9551,20161133,Multiple
9552,20163218,Multiple
9553,20163134,Multiple
9554,20168010,Multiple
9555,20163052,Multiple
9556,20162188,Single
9557,20165100,Multiple
9558,20162073,Multiple
9559,20163212,Multiple
9560,20163116,Single
9561,20163053,Multiple
9562,20162081,Multiple
9563,20161342,Multiple
9564,20162193,Multiple
9565,20165141,Single
9566,20161069,Single
9567,20165091,Multiple
9568,20163083,Multiple
9569,20164061,Single
9570,20162222,Single
9571,20161309,Single
9572,20163003,Single
9573,20166007,Multiple
9574,20161009,Single
9575,20161199,Single
9576,20166022,Single
9577,20163165,Single
9578,20161027,Single
9579,20161295,Multiple
9580,20163157,Multiple
9581,20161093,Multiple
9582,20165047,Multiple
9583,20164076,Multiple
9584,20161016,Single
9585,20162016,Multiple
9586,20161341,Single
9587,20162135,Multiple
9588,20161098,Single
9589,20167021,Single
9590,20161331,Single
9591,20161068,Multiple
9592,20163094,Multiple
9593,20161048,Single
9594,20161256,Single
9595,20161263,Multiple
9596,20162201,Single
9597,20161294,Single
9598,20163064,Single
9599,20163107,Multiple
9600,20161175,Single
9601,20163220,Single
9602,20161315,Single
9603,20163032,Multiple
9604,20161107,Single
9605,20163144,Multiple
9606,20164068,Multiple
9607,20165135,Single
9608,20165129,Multiple
9609,20162134,Multiple
9610,20161187,Single
9611,20161040,Single
9612,20161174,Single
9613,20163005,Single
9614,20161333,Single
9615,20161103,Single
9616,20161150,Single
9617,20162183,Single
9618,20161139,Single
9619,20166033,Single
9620,20161120,Multiple
9621,20166031,Single
9622,20163049,Single
9623,20163043,Single
9624,20166015,Multiple
9625,20161189,Multiple
9626,20166026,Multiple
9627,20167030,Multiple
9628,20161298,Single
9629,20161006,Multiple
9630,20162167,Multiple
9631,20165040,Single
9632,20164002,Single
9633,20161182,Multiple
9634,20164032,Multiple
9635,20163235,Single
9636,20164036,Single
9637,20167026,Single
9638,20161332,Single
9639,20161083,Single
9640,20161287,Multiple
9641,20161321,Single
9642,20162084,Multiple
9643,20161237,Multiple
9644,20161073,Multiple
9645,20161126,Single
9646,20162102,Single
9647,20163136,Multiple
9648,20167003,Single
9649,20162225,Multiple
9650,20162122,Multiple
9651,20165006,Multiple
9652,20161154,Single
9653,20163149,Single
9654,20165111,Single
9655,20165033,Single
9656,20164058,Single
9657,20163177,Multiple
9658,20163217,Single
9659,20161260,Multiple
9660,20161327,Multiple
9661,20165021,Multiple
9662,20162036,Single
9663,20161337,Multiple
9664,20161127,Single
9665,20161313,Single
9666,20162264,Multiple
9667,20167004,Single
9668,20163087,Single
9669,20163011,Single
9670,20165116,Single
9671,20162085,Multiple
9672,20162026,Single
9673,20165142,Single
9674,20161348,Multiple
9675,20161274,Multiple
9676,20161220,Multiple
9677,20162207,Multiple
9678,20164055,Multiple
9679,20165161,Multiple
9680,20161345,Multiple
9681,20163174,Multiple
9682,20162150,Single
9683,20162092,Single
9684,20163096,Single
9685,20161306,Single
9686,20162257,Single
